Title,Link,Organization,Instructor,Skills,Ratings,Review counts,Cost,Enrolled,Level,Cerification,Completion Time,,Decription
Abnormal Psychology,https://www.coursera.org/specializations/abnormal-psychology,Wesleyan University,Jen D'Andrea,,4.8,417,Free,12940,Beginner,Specialization,3 - 6 Months,,"An intro level understanding of basic tenets of psychopathology, including how to identify indications of distress,An intro level understanding of basic tenets of psychopathology, including how to identify indications of distress,Empathic approaches to engaging with individuals in distress and evidence-based strategies for supporting yourself and others,Empathic approaches to engaging with individuals in distress and evidence-based strategies for supporting yourself and others,An awareness of historical precedent in the discipline of mental health and how that history affects modern-day perceptions of psychopathology,An awareness of historical precedent in the discipline of mental health and how that history affects modern-day perceptions of psychopathology,"
Introduction to Computers and Operating Systems and Security,https://www.coursera.org/learn/introduction-to-computers-and-operating-systems-and-security,Microsoft, Microsoft," Cloud Computing, Computer Architecture, Operating Systems, System Security",4.8,701,Free,61414,Beginner,Course,3 - 6 Months,,"How to identify various components of a computer system.,How to identify various components of a computer system.,How to explain the way in which computer components interact with an operating system.,How to explain the way in which computer components interact with an operating system.,How to describe the basics of the cybersecurity landscape.,How to describe the basics of the cybersecurity landscape.,How to describe various business computing environments.,How to describe various business computing environments.,"
Teach English Now! Capstone Project 1,https://www.coursera.org/learn/teaching-english-capstone,Arizona State University,Dr. Shane Dixon, Planning,4.9,2231,Free,35052,Mixed,Course,3 - 6 Months,,"Teach English with confidence,Teach English with confidence,Create a complete plan for a single lesson,Create a complete plan for a single lesson,Manage your classroom schedule,Manage your classroom schedule,Compose your own teaching tips,Compose your own teaching tips,"
Medical Billing and Coding Essentials,https://www.coursera.org/learn/medical-billing-coding-essentials,MedCerts,Barbara Westrick,,4.7,194,Free,11112,Beginner,Course,3 - 6 Months,,"Describe the phases of the revenue cycle,Describe the phases of the revenue cycle,Gain an understanding of basic insurance terminology,Gain an understanding of basic insurance terminology,Demonstrate knowledge of confidentiality and billing laws, regulations, and standards,Demonstrate knowledge of confidentiality and billing laws, regulations, and standards,Explain verification of patient financial responsibility and insurance information,Explain verification of patient financial responsibility and insurance information,"
Plant Bioinformatic Methods,https://www.coursera.org/specializations/plant-bioinformatic-methods,University of Toronto,Nicholas James Provart," Bioinformatics, Probability & Statistics",4.7,724,Free,15618,Beginner,Specialization,3 - 6 Months,,"Genetic Analysis,Bioinformatics Analysis,Evolution,Comparative Genomics,"
Developing Front-End Apps with React,https://www.coursera.org/learn/developing-frontend-apps-with-react,IBM,IBM Skills Network Team," Front-End Web Development, Javascript, React (web framework), Web Development",4.3,380,Free,46866,Intermediate,Course,3 - 6 Months,,"Develop interactive user interfaces (UIs) and web applications using React, JSX, and ES6.,Develop interactive user interfaces (UIs) and web applications using React, JSX, and ES6.,Build dynamic websites and front-end applications quickly and easily with reusable React components.,Build dynamic websites and front-end applications quickly and easily with reusable React components., , , Communicate and exchange data with external services using GET, POST, UPDATE, and DELETE requests., Communicate and exchange data with external services using GET, POST, UPDATE, and DELETE requests.,,,Employ and work with various React concepts and features including props, states, hooks, forms, and Redux.,Employ and work with various React concepts and features including props, states, hooks, forms, and Redux.,"
CVS Health Retail Customer Service,https://www.coursera.org/professional-certificates/cvshealth-retail-customer-service,CVS Health,Denielle Booth," Communication, Leadership and Management, Problem Solving, Social Media",4.7,26,Free,1500,Beginner,Professional Certificate,3 - 6 Months,,"Create positive interactions with customers and de-escalate conflict,Create positive interactions with customers and de-escalate conflict,Process retail transactions in real-world situations,Process retail transactions in real-world situations,"
Linux and Private Cloud Administration on IBM Power Systems,https://www.coursera.org/specializations/linux-private-cloud-administration-power-systems,IBM ,Chris Caillouet," Computer Architecture, Cloud Computing, IBM Cloud, Cloud Platforms, Operating Systems, Cloud Infrastructure, Cloud Management, Other Cloud Platforms and Tools, Systems Design, Computer Networking, Linux",4.8,635,Free,11504,Intermediate,Specialization,3 - 6 Months,,"Cloud Computing,virtualization,IBM Power Systems,System Administration,Red Hat Enterprise Linux,"
Write Professional Emails in English,https://www.coursera.org/learn/professional-emails-english,Georgia Institute of Technology,Gerry Landers," Writing, Business Communication, Professional Development",4.8,16934,Free,941264,Mixed,Course,3 - 6 Months,,"Professional,Email Writing,Communication,Writing,"
"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital",https://www.coursera.org/learn/advanced-valuation-and-strategy,Erasmus University Rotterdam,," Finance, Mergers & Acquisitions, Business Analysis, Data Analysis, Financial Analysis, Investment Management, Accounting, Leadership and Management, Sales, Strategy, Game Theory",4.6,,Free,0,Advanced,Course,3 - 6 Months,,
The AI Awakening: Implications for the Economy and Society,https://www.coursera.org/learn/ai-awakening,Stanford University,,,4.8,,Free,0,Beginner,Course,3 - 6 Months,,"Fundamentals of Generative AI,Fundamentals of Generative AI,Impact of Generative AI on Business and the Economy,Impact of Generative AI on Business and the Economy,Potential Risks of GenAI and its Effects on Employment,Potential Risks of GenAI and its Effects on Employment,"
